-1.166610717773437500e-01,-2.607432305812835693e-01,-7.002129405736923218e-02,1.742620766162872314e-02,-1.610091328620910645e-01,-2.794176042079925537e-01,2.749907672405242920e-01,8.141859769821166992e-01,5.733086466789245605e-01,1.655354201793670654e-01,1.738631427288055420e-01,2.281351983547210693e-01,6.966637074947357178e-02,-2.759058177471160889e-01,-2.734208703041076660e-01,8.246174454689025879e-02,-2.658904492855072021e-01,-5.415302584879100323e-04,-3.488095104694366455e-01,-2.274768948554992676e-01,2.347922176122665405e-01,-1.292793303728103638e-01,-1.845773011445999146e-01,-7.923636585474014282e-02,-2.072905004024505615e-01,-3.488685190677642822e-02,8.711456507444381714e-02,-6.226337701082229614e-02,-7.803053408861160278e-02,-1.461117565631866455e-01
3.006785809993743896e-01,-5.249809622764587402e-01,-8.857242763042449951e-02,-6.130923032760620117e-01,-3.063210546970367432e-01,-1.374427080154418945e-01,-7.467798888683319092e-02,1.580844998359680176e+00,4.290811121463775635e-01,5.335803627967834473e-01,2.854925394058227539e-01,2.019180506467819214e-01,-3.776581585407257080e-02,-3.448349535465240479e-01,1.971986442804336548e-01,-2.666230201721191406e-01,1.526739597320556641e-01,-1.303724199533462524e-01,-1.803503483533859253e-01,-1.076156735420227051e+00,7.596584502607584000e-03,-4.302490055561065674e-01,2.914139926433563232e-01,-2.215804457664489746e-01,2.933575510978698730e-01,-1.642343848943710327e-01,1.707103848457336426e-01,8.962085098028182983e-02,1.502308994531631470e-01,5.816658139228820801e-01
-3.436821103096008301e-01,-2.517794072628021240e-01,-3.524285927414894104e-02,-5.737348273396492004e-02,7.645489275455474854e-02,4.297238290309906006e-01,1.876676827669143677e-01,-4.480484058149158955e-04,5.158418416976928711e-01,-3.425479233264923096e-01,2.977654635906219482e-01,5.541896447539329529e-02,-2.385313808917999268e-01,-3.739766834769397974e-04,-3.928454518318176270e-01,1.005609929561614990e-01,1.849435716867446899e-01,1.997977048158645630e-01,4.143483936786651611e-03,5.995630025863647461e-01,-3.197998106479644775e-01,1.746093928813934326e-01,-1.780574321746826172e-01,1.044168770313262939e-01,6.116451695561408997e-03,-1.536928266286849976e-01,-2.821032106876373291e-01,-4.042317867279052734e-01,-3.907972276210784912e-01,-6.229687333106994629e-01
4.587710201740264893e-01,5.837970376014709473e-01,-2.873195111751556396e-01,7.105118632316589355e-01,-7.805657386779785156e-02,-3.175718784332275391e-01,-1.061279475688934326e-01,4.572010040283203125e-02,-2.943395078182220459e-01,-3.091994524002075195e-01,1.962489336729049683e-01,-2.148544341325759888e-01,1.129076164215803146e-02,7.091054320335388184e-01,5.534470453858375549e-02,2.887936234474182129e-01,-2.391235530376434326e-01,-6.312571167945861816e-01,-1.412163823843002319e-01,6.306927800178527832e-01,2.994206249713897705e-01,-8.399973623454570770e-03,8.583557605743408203e-02,3.040511906147003174e-01,-2.731797695159912109e-01,6.446819007396697998e-02,4.274584352970123291e-01,1.049536317586898804e-01,1.647743768990039825e-02,-1.125159934163093567e-01
5.066956281661987305e-01,-2.887820266187191010e-02,1.649578213691711426e-01,-2.100490927696228027e-01,-6.305623333901166916e-03,2.232362926006317139e-01,-3.209683299064636230e-01,1.355810880661010742e+00,9.572200775146484375e-01,8.618838340044021606e-02,2.713990509510040283e-01,-1.841347515583038330e-01,2.253828644752502441e-01,-5.288068652153015137e-01,1.889818161725997925e-01,1.104663163423538208e-01,1.027128472924232483e-01,-1.901095062494277954e-01,-2.001715302467346191e-01,-3.773865401744842529e-01,-1.784980893135070801e-01,-4.189087450504302979e-01,-9.095019847154617310e-02,4.333702474832534790e-02,-1.060201302170753479e-01,9.895163774490356445e-02,-1.639620065689086914e-01,1.748065650463104248e-01,-4.155042171478271484e-01,-1.891034990549087524e-01
5.137640833854675293e-01,1.223737895488739014e-01,1.403123438358306885e-01,4.729051887989044189e-01,-6.226609926670789719e-03,-2.364355027675628662e-01,2.411566227674484253e-01,-8.274509310722351074e-01,-5.278939604759216309e-01,-3.881123960018157959e-01,-2.731602787971496582e-01,4.389033615589141846e-01,1.827411651611328125e-01,4.953069090843200684e-01,-8.612420409917831421e-02,4.006824195384979248e-01,-2.816811800003051758e-01,1.405341923236846924e-01,9.885634481906890869e-02,9.139765053987503052e-02,-2.192134559154510498e-01,2.416335195302963257e-01,-4.783790186047554016e-02,5.372506976127624512e-01,-3.892345428466796875e-01,-9.168380871415138245e-03,-9.642153233289718628e-02,-2.106538563966751099e-01,-4.506117403507232666e-01,1.852616667747497559e-01
2.707588672637939453e-01,-5.999807715415954590e-01,-2.573435306549072266e-01,2.459602802991867065e-01,-7.915756851434707642e-02,3.150878548622131348e-01,4.044576585292816162e-01,2.629370391368865967e-01,1.051721721887588501e-01,-8.831639587879180908e-02,1.057174354791641235e-01,-2.218960374593734741e-01,-3.674863874912261963e-01,3.616235684603452682e-03,-5.607464313507080078e-01,4.087392985820770264e-01,-2.081602662801742554e-01,-8.237876892089843750e-01,-5.895021557807922363e-01,6.377808451652526855e-01,3.311786353588104248e-01,-3.375313878059387207e-01,2.565311193466186523e-01,-2.788420999422669411e-03,4.552740156650543213e-01,3.204741179943084717e-01,1.145180165767669678e-01,-1.126310229301452637e-01,-2.024543881416320801e-01,1.673758029937744141e-01
2.623298466205596924e-01,-4.617376998066902161e-02,1.505801081657409668e-01,-1.114049274474382401e-02,1.802928000688552856e-01,2.065414935350418091e-01,2.550423145294189453e-01,7.595568299293518066e-01,5.288037657737731934e-01,9.928733706474304199e-01,4.791249036788940430e-01,5.128182172775268555e-01,-4.099069535732269287e-01,-2.353699505329132080e-02,2.884919010102748871e-02,-5.656995177268981934e-01,3.610583543777465820e-01,3.472186923027038574e-01,-2.763781137764453888e-02,-1.243100881576538086e+00,-2.851991951465606689e-01,-4.936614632606506348e-01,1.427076309919357300e-01,1.029447391629219055e-01,1.855545759201049805e+00,-3.917543292045593262e-01,2.303678542375564575e-01,-1.572688698768615723e+00,-2.459966093301773071e-01,1.287436366081237793e+00
1.803838610649108887e-01,-8.586119860410690308e-03,-6.123406291007995605e-01,-3.090384006500244141e-01,-1.021630018949508667e-01,2.466605603694915771e-02,3.044280409812927246e-01,1.448190569877624512e+00,1.782724261283874512e-01,2.471964061260223389e-01,-1.513298600912094116e-02,1.990395039319992065e-01,-9.506858885288238525e-02,9.199529141187667847e-02,-1.211559399962425232e-01,1.353098452091217041e-01,3.327630758285522461e-01,2.823365926742553711e-01,-1.704544723033905029e-01,-3.348286151885986328e-01,2.692289352416992188e-01,-2.206301987171173096e-01,-1.817718148231506348e-01,5.546659827232360840e-01,-2.412566989660263062e-01,-8.164091408252716064e-02,-9.053309261798858643e-02,-1.038379147648811340e-01,-9.145906567573547363e-02,1.510192751884460449e-01
5.525338649749755859e-02,-7.824552059173583984e-02,1.075859516859054565e-01,-1.281755715608596802e-01,1.670983806252479553e-02,-7.117058336734771729e-02,-8.177351206541061401e-02,8.414377570152282715e-01,4.125011712312698364e-02,-2.782595455646514893e-01,-8.818045258522033691e-02,1.909265816211700439e-01,-3.284907341003417969e-01,-1.932079046964645386e-01,1.510503739118576050e-01,1.530245691537857056e-01,2.005268186330795288e-01,-9.994675219058990479e-02,-6.833784282207489014e-02,1.048823073506355286e-01,2.145116776227951050e-01,-6.726642698049545288e-02,6.287082284688949585e-02,-2.278322353959083557e-02,-2.971916794776916504e-01,-2.338132858276367188e-01,4.158415496349334717e-01,8.762181550264358521e-02,-3.935126662254333496e-01,-1.414993107318878174e-01
